순번,행정구역,업소명,소재지,전화번호,관리구분
1793,충남 아산시,SK삼성충전소,충청남도 아산시 음봉면 음봉로 덕지리 46-1,041-545-7570,자동차충전
1794,충남 아산시,통일LPG충전소,충청남도 아산시 온천대로 1705,041-534-5189,자동차충전
1795,충남 아산시,(주)온양엘피지가스충전소,충청남도 아산시 온천대로 1166,041-531-4300,자동차충전
1796,충남 아산시,활력충전소,충청남도 아산시 영인면 장영실로 615,070-758-2201,자동차충전
1797,충남 아산시,(주)대륙제관,충청남도 아산시 영인면 영인로202번길 17,041-540-3408,부탄켄
1798,충남 아산시,KTX LPG충전소,충청남도 아산시 배방읍 이순신대로 832,041-545-5149,자동차충전
1799,충남 아산시,아산LPG충전소,충청남도 아산시 온천대로 1808,041-542-3050,자동차충전
1800,충남 아산시,다인산업(주),충청남도 아산시 영인면 신운리 514-7 외2필지,,기타
1801,충남 아산시,대성산업(주)아산제일충전소,충청남도 아산시 온천대로 1346,041-545-5838,자동차충전
1802,충남 아산시,아산오렌지충전소,충청남도 아산시 염치읍 아산로 809,041-541-8805,자동차충전
1803,충남 아산시,신창에너지,충청남도 아산시 도고면 온천대로 691,041-542-1800,자동차충전
1804,충남 아산시,충무LPG충전소,충청남도 아산시 염치읍 충무로 504,041-545-2039,자동차충전
1805,충남 아산시,25시LPG충전소,충청남도 아산시 영인면 아산로 854,041-543-5147,자동차충전
1806,충남 예산군,(주)선인상사 예산(당진방향)충전소,"충청남도 예산군 신양면 당진영덕고속도로 33, 예산(당진방향)휴게소",041-335-0052,자동차충전
1807,충남 예산군,금오엘피지충전소(주),충청남도 예산군 예산읍 금오대로 108,041-334-4422,자동차충전
1808,충남 예산군,(주)삽교가스충전소,충청남도 예산군 삽교읍 윤봉길로 1692,041-338-2456,자동차충전
1809,충남 예산군,(주)선인상사 예산(대전방향)충전소,"충청남도 예산군 신양면 당진영덕고속도로 34, 예산(대전방향)휴게소",041-334-0081,자동차충전
1810,충남 예산군,알파에너지(주),충청남도 예산군 덕산면 홍덕서로 463,041-642-9800,탱크로리
1811,충남 예산군,의좋은형제휴게소(평택)충전소,"충청남도 예산군 응봉면 평촌리 산61-1 일대-(248대,253전,산61-4임) ",,기타
1812,충남 예산군,덕산LPG충전소,충청남도 예산군 덕산읍 윤봉길로 496,041-338-7762,자동차충전
1813,충남 예산군,(주)예산에너지,충청남도 예산군 오가면 충서로 729,041-335-1116,용기+자동차+탱크+13kg용기
1814,충남 예산군,대성가스충전소,충청남도 예산군 예산읍 충서로 1206,041-334-3689,자동차충전
1815,충남 예산군,(주)말타니메탈,충청남도 예산군 응봉면 응봉로 121-2,041-331-6688,용기충전
1816,충남 예산군,의좋은형제휴게소(익산)충전소,충청남도 예산군 응봉면 평촌리 산61-1일대-(산24임) ,,기타
1817,충남 천안시 동남구,(주)협동LPG충전소,충청남도 천안시 동남구 충절로 492,041-555-3940,자동차충전
1818,충남 천안시 동남구,천안IC충전소,충청남도 천안시 동남구 만남로 156,041-565-1233,자동차충전
1819,충남 천안시 동남구,천안(상)충전소,충청남도 천안시 동남구 쉼1길 42 천안삼거리휴게소,041-555-3001,자동차충전
1820,충남 천안시 동남구,(주)협동엘피지 제2충전소,충청남도 천안시 동남구 서부대로 575-1,041-576-3945,자동차충전
1821,충남 천안시 동남구,좋은에너지산업(주),충청남도 천안시 동남구 충절로 487,041-565-3800,자동차+탱크
1822,충남 천안시 동남구,SK청수충전소,충청남도 천안시 동남구 풍세로 887,041-567-5149,자동차충전
1823,충남 천안시 동남구,우정LPG충전소,충청남도 천안시 동남구 목천읍 남부대로 950,041-555-4194,자동차충전
1824,충남 천안시 동남구,남부LPG충전소,충청남도 천안시 동남구 남부대로 288,041-565-7654,자동차충전
1825,충남 천안시 동남구,문화유산한옥 주식회사(지점),충청남도 천안시 동남구 충무로 26,041-578-6688,자동차충전
1826,충남 천안시 동남구,(주)남영전구 천안(부산)충전소,충청남도 천안시 동남구 수신면 성남로 793-40,041-552-6367,자동차충전
1827,충남 천안시 동남구,명품충전소,충청남도 천안시 동남구 광풍로 1571,041-572-5228,자동차충전
1828,충남 천안시 동남구,태성가스텍충전소,충청남도 천안시 동남구 천안대로 223,041-568-6161,자동차충전
1829,충남 천안시 동남구,천안홍익LPG충전소,충청남도 천안시 동남구 천안대로 804,041-556-2713,자동차충전
1830,충남 천안시 동남구,신천안스테이션,충청남도 천안시 동남구 목천읍 삼성4길 43,041-522-5189,자동차충전
1831,충남 천안시 동남구,목천IC충전소,충청남도 천안시 동남구 목천읍 남부대로 983,041-523-5154,자동차충전
1832,충남 천안시 서북구,중도가스(주)천안영업소,충청남도 천안시 서북구 천안대로 1048-10,041-551-0311,용기+자동차+13kg용기
1833,충남 천안시 서북구,백석LPG충전소,충청남도 천안시 서북구 백석로 103,041-554-3114,자동차충전
1834,충남 천안시 서북구,천안현대충전소,충청남도 천안시 서북구 삼성대로 350,041-567-5155,자동차충전
1835,충남 천안시 서북구,극동유화(주)충청충전소,충청남도 천안시 서북구 성거읍 봉주로 281,041-551-8151,용기+자동차+탱크+13kg용기
1836,충남 천안시 서북구,동백,충청남도 천안시 서북구 직산읍 군삼길 81,041-583-3451,자동차충전
1837,충남 천안시 서북구,입장충전소,충청남도 천안시 서북구 입장면 시장리1길 3-4,041-583-0556,자동차충전
1838,충남 천안시 서북구,망향충전소,충청남도 천안시 서북구 성거읍 석문길 98 망향휴게소,041-557-6161,자동차충전
1839,충남 천안시 서북구,태양LPG충전소,충청남도 천안시 서북구 번영로 613,041-621-5185,자동차충전
1840,충남 천안시 서북구,스타LPG충전소,충청남도 천안시 서북구 번영로 454,041-522-0116,자동차충전
1841,충남 천안시 서북구,성환제일충전소,충청남도 천안시 서북구 성환읍 천안대로 2088,041-582-4141,자동차충전
1842,충남 천안시 서북구,맘모스LPG충전소,충청남도 천안시 서북구 동서대로 19,041-522-5151,자동차충전
1843,충남 천안시 서북구,입장(상)충전소,충청남도 천안시 서북구 입장면 연곡길 407,041-588-2184,자동차충전
1844,충남 천안시 서북구,(주)태양,충청남도 천안시 서북구 업성1길 27,041-901-5448,부탄켄
1845,충남 천안시 서북구,성환충전소,충청남도 천안시 서북구 성환읍 천안대로 1835 LPG중부충전소,041-581-0565,자동차충전
1846,충남 천안시 서북구,업성충전소,충청남도 천안시 서북구 업성2길 9,041-621-5152,자동차충전
1847,충남 천안시 서북구,약속가스충전소,충청남도 천안시 서북구 성거읍 망향로 257,041-556-8955,자동차충전
1848,충남 천안시 서북구,(주)삼융만남의충전소,충청남도 천안시 서북구 직산읍 군삼길 105,041-585-5151,자동차충전
1849,충남 천안시 서북구,번영충전소,충청남도 천안시 서북구 번영로 517,041-552-0772,자동차충전
1850,충남 천안시 서북구,고속충전소,충청남도 천안시 서북구 성환읍 천안대로 2602 고속LPG충전소,041-582-4747,자동차충전
1851,충남 청양군,청양LPG충전소,충청남도 청양군 청양읍 칠갑산로 351,041-942-5556,자동차충전
1852,충남 태안군,안면LPG충전소,충청남도 태안군 남면 안면대로 1501-8,041-674-9360,자동차충전
1853,충남 태안군,안면도LPG충전소,충청남도 태안군 남면 안면대로 1685,041-675-8898,자동차충전
1854,충남 태안군,장산가스충전소,충청남도 태안군 태안읍 근흥로 19-1,041-674-9364,자동차충전
1855,충남 태안군,백화가스충전소,충청남도 태안군 태안읍 서해로 2117,041-675-0077,자동차충전
1856,충남 홍성군,소향LPG충전소,충청남도 홍성군 홍성읍 홍덕서로 5,041-634-7055,자동차충전
1857,충남 홍성군,길LPG충전소,충청남도 홍성군 은하면 충서로 85,041-642-6622,용기+자동차+탱크+13kg용기
1858,충남 홍성군,한국도로공사 홍성(서울)충전소,충청남도 홍성군 은하면 서해안고속도로 220-1,041-642-1178,자동차충전
1859,충남 홍성군,마중충전소,충청남도 홍성군 갈산면 천수만로 968,041-633-9698,자동차충전
1860,충남 홍성군,광동석유(주)서광LPG충전소,충청남도 홍성군 홍성읍 내포로 183,041-631-6177,자동차충전
1861,충남 홍성군,풍농LPG충전소,충청남도 홍성군 홍성읍 백월로 2,041-634-0472,자동차+13kg용기
1862,충남 홍성군,광천LPG충전소,충청남도 홍성군 광천읍 충서로 392,041-642-0517,자동차충전
1863,충남 홍성군,미래충전소,충청남도 홍성군 홍북면 충서로 2414,041-633-9089,자동차충전
1864,충남 홍성군,한국도로공사 홍성(목포)충전소,충청남도 홍성군 은하면 서해안고속도로 221-1,041-642-1145,자동차충전
1865,충남 홍성군,홍성LPG충전소,충청남도 홍성군 홍성읍 문화로 14,041-632-1133,용기+자동차+탱크+13kg용기
1866,충남 홍성군,금마LPG충전소,충청남도 홍성군 금마면 충서로 2190-16,041-631-5858,자동차충전
1867,충북 괴산군,대보유통(주)괴산(마산)주유소,충청북도 괴산군 장연면 중부내륙고속도로 205 괴산(마산방향)휴게소,043-832-7970,자동차충전
1868,충북 괴산군,괴산(상)충전소,충청북도 괴산군 장연면 중부내륙고속도로 204 괴산(양평)휴게소,043-832-6598,자동차충전
1869,충북 괴산군,괴산가스충전소,충청북도 괴산군 괴산읍 읍내로 171 LPG괴산가스,043-832-3718,자동차충전
1870,충북 단양군,(주)광동유통단양(춘천방향)주유소,충청북도 단양군 단성면 하방3길 100,043-421-1676,자동차충전
1871,충북 단양군,대보유통(주)단양팔경(부산)충전소,충청북도 단양군 적성면 기동2길 32-37,043-423-5406,자동차충전
1872,충북 단양군,(주)성한평동주유소평동가스충전소,충청북도 단양군 매포읍 단양로 2010,043-421-0291,자동차충전
1873,충북 단양군,신단양가스충전소,충청북도 단양군 단양읍 단양로 939 SK LPG 신단양충전소,043-422-2345,자동차충전
1874,충북 단양군,단양충전소,충청북도 단양군 단양읍 별곡3로 82,043-422-2345,자동차충전
1875,충북 보은군,연안가스충전소,충청북도 보은군 보은읍 남부로 5039 LPG가스충전소,054-223-2377,자동차충전
1876,충북 보은군,(주)보은현대충전소주유소,충청북도 보은군 보은읍 보청대로 1670,043-543-8844,용기+자동차+탱크+13kg용기
1877,충북 보은군,(주)에스피씨삼립속리산충전소,충청북도 보은군 마로면 적암길 56-18,043-544-6311,자동차충전
1878,충북 영동군,대영가스충전소,충청북도 영동군 영동읍 회동로 50,043-744-6262,자동차+13kg용기
1879,충북 영동군,보령물산(주)황간하충전소,충청북도 영동군 황간면 회포길 102,043-742-5853,자동차충전
1880,충북 영동군,우성가스충전소,충청북도 영동군 영동읍 난계로 841 우성가스충전소,074-578-7877,자동차충전
1881,충북 영동군,유원산업주식회사,충청북도 영동군 영동읍 대학로 143,043-743-2895,용기+자동차+탱크+13kg용기
1882,충북 옥천군,옥천IC충전소,충청북도 옥천군 옥천읍 동부로 95 가스충전소,043-731-7005,자동차충전
1883,충북 옥천군,옥천(상)충전소,충청북도 옥천군 옥천읍 옥천동이로 242-34 옥천상휴게소,043-733-9924,자동차충전
1884,충북 옥천군,한밭LPG충전소,충청북도 옥천군 군북면 옥천로 882 가스충전소,032-731-1064,자동차충전
1885,충북 옥천군,KIS정보통신(주)옥천(부산방향)충전소,충청북도 옥천군 옥천읍 서대구일로 265-19 옥천하휴게소,043-731-8524,자동차충전
1886,충북 옥천군,삼양가스충전소,충청북도 옥천군 옥천읍 성왕로 1141 가스충전소,043-733-8429,자동차충전
1887,충북 음성군,(주)바이오시스금왕(제천)충전소,충청북도 음성군 금왕읍 평택제천고속도로 70,043-881-8122,자동차충전
1888,충북 음성군,대보디엔에스(주)음성상(하남)충전소,충청북도 음성군 삼성면 중부고속도로 산 52,043-877-1086,자동차충전
1889,충북 음성군,(주)바이오시스금왕(평택)충전소,충청북도 음성군 금왕읍 평택제천고속도로 69,043-882-8030,자동차충전
1890,충북 음성군,에코에너지(주),충청북도 음성군 금왕읍 각회리 589-4번지외1필지 ,,기타
