수가코드,한글수가명,산재단가금액,일반단가금액,건강단가금액,보호일반단가금액,산재일반단가금액,산재후유단가금액,감액가능품목여부,해당수가입력일자,적용시작일자,적용종료일자
Q3063,화농성 한선염 수술[항문및직장주위]-광범위절제술,177910,257970,177910,177910,177910,177910,Y,2008-01-28,2019-01-01,2019-12-31
QA421,식도분문수술-식도근절개술[헬러술식]-흉부접근,1228790,1781750,1228790,1228790,1228790,1228790,Y,2001-01-01,2019-01-01,2019-12-31
QA422,식도분문수술-식도근절개술[헬러술식]-복부접근,1056440,1531840,1056440,1056440,1056440,1056440,Y,2001-01-01,2019-01-01,2019-12-31
QA423,식도분문수술-식도항역류수술[흉부접근],1559790,2261690,1559790,1559790,1559790,1559790,Y,2001-01-01,2019-01-01,2019-12-31
QA424,식도분문수술-식도항역류수술[복부접근],1217710,1765670,1217710,1217710,1217710,1217710,Y,2001-01-01,2019-01-01,2019-12-31
QA425,식도분문수술-기타 분문성형술[흉부접근],1347220,1953470,1347220,1347220,1347220,1347220,Y,2001-01-01,2019-01-01,2019-12-31
QA426,식도분문수술-기타 분문성형술[복부접근],1134430,1644930,1134430,1134430,1134430,1134430,Y,2001-01-01,2019-01-01,2019-12-31
QA536,위전절제술-장관간치술 동시 실시한 경우,481390,698010,481390,481390,481390,481390,Y,2008-01-28,2019-01-01,2019-12-31
QA671,결장절제술(우반 또는 좌반)-림프절청소를 포함하는 것,1650190,2392780,1650190,1650190,1650190,1650190,Y,2001-01-01,2019-01-01,2019-12-31
QA672,결장절제술(전체)-림프절청소를 포함하는 것,1792360,2598920,1792360,1792360,1792360,1792360,Y,2001-01-01,2019-03-01,2019-12-31
QA673,결장절제술(부분절제)-림프절청소를 포함하는 것,1132520,1642150,1132520,1132520,1132520,1132520,Y,2001-01-01,2019-03-01,2019-12-31
QA679,결장절제술 및 결장루@원위장 폐쇄[하트만수술]-림프절청소를 포함하는 것외과 전문의,1231840,1786160,1231840,1231840,1231840,1231840,Y,2001-12-24,2019-03-01,2019-12-31
QA753,재발서혜부허니아수술(장관절제를동반하는것@고위결찰만하는경우),933520,1353600,933520,933520,933520,933520,Y,2001-01-12,2019-03-01,2019-12-31
QA755,재발서혜부허니아수술(기타의것@고위결찰만하는경우),387580,561990,387580,387580,387580,387580,Y,2001-12-24,2019-03-01,2019-12-31
QA756,재발서혜부허니아수술(기타의것@고위결찰및후벽보강-인공막이용포함),377820,547840,377820,377820,377820,377820,Y,2001-01-01,2019-03-01,2019-12-31
QA921,직장및에스장절제술(전방절제)-림프절청소를 포함하는 것,1774120,2572480,1774120,1774120,1774120,1774120,Y,2001-01-01,2019-03-01,2019-12-31
QA922,직장및에스장절제술(저위전방절제)-림프절청소를 포함하는 것,2381310,3452900,2381310,2381310,2381310,2381310,Y,2001-01-01,2019-03-01,2019-12-31
QA923,직장및에스장절제술(복회음절제혹은복천골절제)-림프절청소를 포함하는 것,2230300,3233930,2230300,2230300,2230300,2230300,Y,2001-01-01,2019-03-01,2019-12-31
QA924,직장및에스장절제술(복부풀수루수술)-림프절청소를 포함하는 것,1557730,2258710,1557730,1557730,1557730,1557730,Y,2001-01-01,2019-01-01,2019-12-31
QA925,결장및직장전절제술(회장루동시실시)-림프절청소를 포함하는 것,1588910,2303920,1588910,1588910,1588910,1588910,Y,2001-01-01,2019-01-01,2019-12-31
QA926,결장및직장전절제술(회장낭항문문합술동시실시)-림프절청소를 포함하는 것,2077990,3013080,2077990,2077990,2077990,2077990,Y,2001-12-24,2019-03-01,2019-12-31
QA928,직장및에스장절제술(초저위전방절제)-림프절청소를 포함하는 것,2804500,4066520,2804500,2804500,2804500,2804500,Y,2017-06-30,2019-03-01,2019-12-31
91303,음경보형물 삽입술,502000,502000,502000,502000,502000,502000,N,2018-03-29,2019-01-01,2019-12-31
91304,음경보형물 제거술,125500,125500,125500,125500,125500,125500,N,2018-03-29,2019-01-01,2019-12-31
R0141,전자궁적출술 림프절절제를 하지 않는 경우-복강경술-단순,575170,833990,575170,575170,575170,575170,Y,2017-06-30,2019-01-01,2019-12-31
R0142,전자궁적출술 림프절절제를 하지 않는 경우-복강경술-복잡,708520,1027360,708520,708520,708520,708520,Y,2017-06-30,2019-01-01,2019-12-31
R0408,질벽봉합술[분만시제외@치료목적]-전질벽 성형-방광류동반,192730,279460,192730,192730,192730,192730,Y,2008-01-28,2019-01-01,2019-12-31
R0409,질벽봉합술[분만시제외@치료목적]-전질벽 성형-방광류동반치않는경우,117260,170030,117260,117260,117260,117260,Y,2008-01-28,2019-01-01,2019-12-31
R0410,질벽봉합술[분만시제외@치료목적]-후질벽및회음성형-직장류동반,268540,389380,268540,268540,268540,268540,Y,2008-01-28,2019-01-01,2019-12-31
R0411,질벽봉합술[분만시제외@치료목적]-후질벽및회음성형-직장류동반치않는경우,193700,280870,193700,193700,193700,193700,Y,2008-01-28,2019-01-01,2019-12-31
R0412,질벽봉합술[분만시제외@치료목적]-전질벽@후질벽및회음성형-방광류및직장류동반,374860,543550,374860,374860,374860,374860,Y,2008-01-28,2019-01-01,2019-12-31
R0413,질벽봉합술[분만시제외@치료목적]-전질벽@후질벽및회음성형-방광류및직장류동반치않는경우,263410,381940,263410,263410,263410,263410,Y,2008-01-28,2019-01-01,2019-12-31
R2342,경피적내신우절개술[경피적신(우)루설치술@방사선료포함],578320,838560,578320,578320,578320,578320,Y,2008-01-28,2019-01-01,2019-12-31
R3151,요관방광문합술(단순),850890,1233790,850890,850890,850890,850890,Y,2001-01-01,2019-09-01,2019-12-31
R3152,요관방광문합술(중복요관),882050,1278980,882050,882050,882050,882050,Y,2001-01-01,2019-03-01,2019-12-31
R3153,요관방광문합술(요관축소성형포함),943980,1368770,943980,943980,943980,943980,Y,2001-01-01,2019-03-01,2019-12-31
R3154,요관방광문합술(방광편이용),921150,1335670,921150,921150,921150,921150,Y,2001-01-01,2019-03-01,2019-12-31
R3156,요관신배문합술,1057650,1533600,1057650,1057650,1057650,1057650,Y,2001-01-01,2019-01-01,2019-12-31
R3170,요관에스자결장문합술[양측],987500,1431870,987500,987500,987500,987500,Y,2001-01-01,2019-01-01,2019-12-31
R3180,요관단단문합술,778140,1128300,778140,778140,778140,778140,Y,2001-01-01,2019-03-01,2019-12-31
R3190,요관확장술,160030,232050,160030,160030,160030,160030,Y,2001-01-01,2019-01-01,2019-12-31
R3191,경요도적요관확장술-풍선을이용한경우,381560,553260,381560,381560,381560,381560,Y,2001-01-01,2019-09-01,2019-12-31
R3192,경피적요관확장술[경피적신루설치술@방사선료포함],451840,655160,451840,451840,451840,451840,Y,2001-01-01,2019-01-01,2019-12-31
R3200,경요도적요관류절제술,252710,366430,252710,252710,252710,252710,Y,2001-01-01,2019-01-01,2019-12-31
R3216,요관경하 요관절석술(상부),665520,965010,665520,665520,665520,665520,Y,2001-01-01,2019-09-01,2019-12-31
R3217,요관경하 요관절석술(중부),564580,818640,564580,564580,564580,564580,Y,2001-01-01,2019-09-01,2019-12-31
R3218,요관경하 요관절석술(하부),456710,662240,456710,456710,456710,456710,Y,2001-01-01,2019-09-01,2019-12-31
R3220,좌우요관문합술,888670,1288580,888670,888670,888670,888670,Y,2001-01-01,2019-03-01,2019-12-31
R3231,요관장방광문합술,1218040,1766160,1218040,1218040,1218040,1218040,Y,2001-01-01,2019-03-01,2019-12-31
R3235,요관장피부문합술[양측]-실금성,1470160,2131730,1470160,1470160,1470160,1470160,Y,2001-01-01,2019-09-01,2019-12-31
R3236,요관장피부문합술[양측]-비실금성,1480620,2146890,1480620,1480620,1480620,1480620,Y,2001-01-01,2019-09-01,2019-12-31
R3241,방광확대성형술[장이용],1542120,2236080,1542120,1542120,1542120,1542120,Y,2001-01-01,2019-03-01,2019-12-31
R3251,방광대치술[장이용],1930450,2799160,1930450,1930450,1930450,1930450,Y,2001-01-01,2019-09-01,2019-12-31
R3261,요관스텐트설치술(요관경하),453590,657710,453590,453590,453590,453590,Y,2001-01-01,2019-09-01,2019-12-31
R3262,요관스텐트설치술(방광경하),246530,357460,246530,246530,246530,246530,Y,2001-01-01,2019-09-01,2019-12-31
R3263,요관스텐트설치술(경피적)[경피적신루설치술@방사선료포함],446230,647030,446230,446230,446230,446230,Y,2001-01-01,2019-01-01,2019-12-31
R3264,요관스텐트설치술(관혈적),475010,688770,475010,475010,475010,475010,Y,2001-01-01,2019-01-01,2019-12-31
R3266,요관스텐트제거술(요관경하),283030,410390,283030,283030,283030,283030,Y,2001-01-01,2019-09-01,2019-12-31
R3267,요관스텐트제거술(방광경하),139990,202980,139990,139990,139990,139990,Y,2001-01-01,2019-09-01,2019-12-31
R3268,요관스텐트제거술(경피적)[경피적신루설치술@방사선료포함],394340,571790,394340,394340,394340,394340,Y,2001-01-01,2019-01-01,2019-12-31
R3269,요관스텐트제거술(관혈적),398690,578110,398690,398690,398690,398690,Y,2001-01-01,2019-01-01,2019-12-31
R3271,신적출술(단순전적출),1114990,1616740,1114990,1114990,1114990,1114990,Y,2001-01-01,2019-09-01,2019-12-31
R3272,신적출술[이식용],1252810,1816580,1252810,1252810,1252810,1252810,Y,2001-01-01,2019-09-01,2019-12-31
R3273,신적출술(근치적전적출[림프절및부신적출포함]),1488450,2158250,1488450,1488450,1488450,1488450,Y,2001-01-01,2019-09-01,2019-12-31
R3274,신적출술(피막하적출),880520,1276760,880520,880520,880520,880520,Y,2001-01-01,2019-01-01,2019-12-31
R3275,신적출술(이식된 신적출),820830,1190200,820830,820830,820830,820830,Y,2001-01-01,2019-01-01,2019-12-31
R3280,신이식술,2696490,3909910,2696490,2696490,2696490,2696490,Y,2001-01-01,2019-03-01,2019-12-31
R3290,신부분 절제술,1396970,2025610,1396970,1396970,1396970,1396970,Y,2001-01-01,2019-09-01,2019-12-31
R3303,신내시경하신장이물제거술[경피적신루설치술@방사선료포함],604070,875900,604070,604070,604070,604070,Y,2001-01-01,2019-01-01,2019-12-31
R3305,신내시경하신종양절제술[경피적신루설치술@방사선료포함],694550,1007090,694550,694550,694550,694550,Y,2001-01-01,2019-01-01,2019-12-31
R3311,단순신낭종절제술,605460,877910,605460,605460,605460,605460,Y,2001-01-01,2019-09-01,2019-12-31
R3312,신장파열봉합술,1052880,1526670,1052880,1052880,1052880,1052880,Y,2001-01-01,2019-01-01,2019-12-31
R3320,신루설치술(관혈적),442000,640900,442000,442000,442000,442000,Y,2001-01-01,2019-01-01,2019-12-31
R3321,신루설치술(경피적[방사선료포함]),360920,523340,360920,360920,360920,360920,Y,2001-01-01,2019-03-01,2019-12-31
R3325,신루카테터교환[방사선료포함],128290,186020,128290,128290,128290,128290,Y,2001-01-01,2019-01-01,2019-12-31
R3326,신루카테터교환[방사선이용안함],43290,62770,43290,43290,43290,43290,Y,2001-01-01,2019-01-01,2019-12-31
R3330,신고정술,559510,811280,559510,559510,559510,559510,Y,2001-01-01,2019-01-01,2019-12-31
R3340,유합신이단술,889370,1289590,889370,889370,889370,889370,Y,2001-01-01,2019-01-01,2019-12-31
R3360,신주위농양절개술,469640,680980,469640,469640,469640,469640,Y,2001-01-01,2019-01-01,2019-12-31
R3370,신절개술[절석포함],810180,1174770,810180,810180,810180,810180,Y,2001-01-01,2019-01-01,2019-12-31
R3375,경피적신절석술[경피적신루설치술@방사선료포함],1082560,1569710,1082560,1082560,1082560,1082560,Y,2001-01-01,2019-09-01,2019-12-31
R3381,신우내주입(요관카테터법에의한것),185230,268590,185230,185230,185230,185230,Y,2001-01-01,2019-01-01,2019-12-31
R3382,신우내주입(경피적),142140,206110,142140,142140,142140,142140,Y,2001-01-01,2019-01-01,2019-12-31
R3390,신우절석술,736060,1067290,736060,736060,736060,736060,Y,2001-01-01,2019-01-01,2019-12-31
R3400,신우@요관성형술,1246710,1807730,1246710,1246710,1246710,1246710,Y,2001-01-01,2019-09-01,2019-12-31
R3411,신우루설치술,400240,580350,400240,400240,400240,400240,Y,2001-01-01,2019-01-01,2019-12-31
R3416,경피적신우루설치술,303580,440190,303580,303580,303580,303580,Y,2001-01-01,2019-09-01,2019-12-31
R3421,관혈적요관절석술(상부),681810,988630,681810,681810,681810,681810,Y,2001-01-01,2019-01-01,2019-12-31
R3422,관혈적요관절석술(중부),626100,907840,626100,626100,626100,626100,Y,2001-01-01,2019-01-01,2019-12-31
R3423,관혈적요관절석술(하부),726200,1052990,726200,726200,726200,726200,Y,2001-01-01,2019-01-01,2019-12-31
R3432,요관적출술(신요관전적출술),1689400,2449630,1689400,1689400,1689400,1689400,Y,2001-01-01,2019-09-01,2019-12-31
R3433,요관적출술(잔류요관적출술),694130,1006490,694130,694130,694130,694130,Y,2001-01-01,2019-03-01,2019-12-31
R3440,요관피부문합술,682280,989300,682280,682280,682280,682280,Y,2001-01-01,2019-01-01,2019-12-31
R3441,요관경하 요관이물제거술,346350,502210,346350,346350,346350,346350,Y,2001-01-01,2019-01-01,2019-12-31
R3451,요관경하 요관종양절제술,494200,716590,494200,494200,494200,494200,Y,2001-01-01,2019-03-01,2019-12-31
R3461,방광절개술(결석@이물등),313190,454130,313190,313190,313190,313190,Y,2001-01-01,2019-01-01,2019-12-31
R3462,방광절개술(종양[방광벽절제를동반하지않는것]),391270,567340,391270,391270,391270,391270,Y,2001-01-01,2019-03-01,2019-12-31
R3470,방광부분절제술,833580,1208690,833580,833580,833580,833580,Y,2001-01-01,2019-09-01,2019-12-31
R3481,방광전적출술(근치적[림프절적출포함]),2290770,3321610,2290770,2290770,2290770,2290770,Y,2001-01-01,2019-09-01,2019-12-31
R3482,방광전적출술(기타의것),1783220,2585670,1783220,1783220,1783220,1783220,Y,2001-01-01,2019-09-01,2019-12-31
R3505,"체외충격파쇄석술[신,요관결석또는담석,췌석]",778150,1128320,778150,778150,778150,778150,Y,2016-12-29,2019-01-01,2019-12-31
R3506,"체외충격파쇄석술(2회부터5회까지,1회당)",389080,564160,389080,389080,389080,389080,Y,2016-12-29,2019-01-01,2019-12-31
R3507,"체외충격파쇄석술(5회초과10회까지,1회당)",194540,282080,194540,194540,194540,194540,Y,2016-12-29,2019-01-01,2019-12-31
R3509,경요도적방광내수술- 이물 등,407760,591250,407760,407760,407760,407760,Y,2017-06-30,2019-01-01,2019-12-31
R3510,경요도적방광내수술- 결석- 단순,449550,651850,449550,449550,449550,449550,Y,2017-06-30,2019-09-01,2019-12-31
R3514,경요도적방광내수술(요관구절개술),358810,520280,358810,358810,358810,358810,Y,2001-01-01,2019-09-01,2019-12-31
R3515,경요도적방광내수술(방광소작),324940,471160,324940,324940,324940,324940,Y,2001-01-01,2019-09-01,2019-12-31
R3516,전립선온열요법,197990,287090,197990,197990,197990,197990,Y,2001-01-01,2019-01-01,2019-12-31
R3519,경요도적방광내수술- 결석- 복잡,590340,856000,590340,590340,590340,590340,Y,2017-06-30,2019-09-01,2019-12-31
R3520,경요도적괄약근절제술,246330,357180,246330,246330,246330,246330,Y,2001-01-01,2019-01-01,2019-12-31
R3530,경요도적방광경부절제술,350480,508200,350480,350480,350480,350480,Y,2001-01-01,2019-09-01,2019-12-31
R3540,경요도적방광내수술(방광내응혈제거술),349970,507460,349970,349970,349970,349970,Y,2001-01-01,2019-09-01,2019-12-31
R3541,경요도적방광내수술- 종양- 단순,523710,759380,523710,523710,523710,523710,Y,2017-06-30,2019-09-01,2019-12-31
R3542,경요도적방광내수술- 종양- 복잡,621860,901690,621860,621860,621860,621860,Y,2017-06-30,2019-09-01,2019-12-31
R3543,경요도적방광내수술- 종양- 고도복잡,729400,1057640,729400,729400,729400,729400,Y,2017-06-30,2019-09-01,2019-12-31
R3550,방광파열봉합술,607800,881310,607800,607800,607800,607800,Y,2001-01-01,2019-09-01,2019-12-31
R3562,요실금수술-개복에 의한 수술,637270,924040,637270,637270,637270,637270,Y,2001-01-01,2019-09-01,2019-12-31
R3563,요실금수술-인공물질 또는 자가지방주입,263150,381570,263150,263150,263150,263150,Y,2001-01-01,2019-01-01,2019-12-31
R3564,요실금수술-질강을 통한 수술-자가근막을이용한경우[근막채취료포함],434140,629510,434140,434140,434140,434140,Y,2007-12-31,2019-01-01,2019-12-31
R3565,요실금수술-질강을 통한 수술-기타의경우,268820,389780,268820,268820,268820,268820,Y,2007-12-31,2019-01-01,2019-12-31
R3566,인공요도괄약근제거술,401700,582470,401700,401700,401700,401700,Y,2001-01-01,2019-09-01,2019-12-31
R3567,인공요도괄약근 설치술 ,637270,924040,637270,637270,637270,637270,Y,2017-06-30,2019-09-01,2019-12-31
R3568,인공요도괄약근 교환술 ,318250,461470,318250,318250,318250,318250,Y,2017-06-30,2019-09-01,2019-12-31
R3571,방광루설치술(관혈적),268710,389620,268710,268710,268710,268710,Y,2001-01-01,2019-09-01,2019-12-31
R3576,방광루설치술(경피적),100220,145320,100220,100220,100220,100220,Y,2001-01-01,2019-09-01,2019-12-31
R3580,방광주위 농양절개술,300440,435640,300440,300440,300440,300440,Y,2001-01-01,2019-01-01,2019-12-31
R3590,후방광종양적출술,813540,1179630,813540,813540,813540,813540,Y,2001-01-01,2019-01-01,2019-12-31
R3600,방광경부성형술,829720,1203090,829720,829720,829720,829720,Y,2001-01-01,2019-01-01,2019-12-31
R3610,방광외번증교정술,1651900,2395260,1651900,1651900,1651900,1651900,Y,2001-01-01,2019-01-01,2019-12-31
R3620,방광류교정술,321010,465470,321010,321010,321010,321010,Y,2001-01-01,2019-01-01,2019-12-31
R3630,방광게실교정술,561980,814870,561980,561980,561980,561980,Y,2001-01-01,2019-01-01,2019-12-31
R3663,요도경하수술(요도스텐트설치술),281620,408350,281620,281620,281620,281620,Y,2001-01-01,2019-01-01,2019-12-31
R3664,요도경하수술(요도파열교정술),281580,408290,281580,281580,281580,281580,Y,2001-01-01,2019-01-01,2019-12-31
R3665,요도경하수술(요도절개술),549480,796740,549480,549480,549480,549480,Y,2001-01-01,2019-09-01,2019-12-31
