의료기관기호,의료기관명,우편번호,주소,전화번호
1022076,삼성본정형외과의원,47012,부산 사상구 가야대로 276 (주례동) 8층 801호,051-711-0280
1022077,아주편한병원,16347,"경기 수원시 장안구 경수대로 1111 (파장동, 아주편한병원)",031-269-5665
1022078,연세에이스정형외과의원,16698,경기 수원시 영통구 덕영대로 1549 (영통동) 경기도 수원시 영통구 덕영대로 1549-3~6층,031-204-7588
1022079,경희황소한방병원,1170,서울 강북구 도봉로 181 (미아동),02-985-7582
1022081,더참본정형외과의원,41529,"대구 북구 동북로 289 (복현동) 1,2,6,7층",053-213-0911
1022082,독일치과의원,14948,경기 시흥시 삼미시장1길 5 (신천동) 6층,031-312-0028
1022083,하남S병원,12974,"경기도 하남시 덕풍공원로 41 (덕풍동, 하남SD병원)",031-793-2882
1022085,다정의원,61903,"광주 서구 하남대로 672-1 (동천동),3-5층",062-710-2800
1022086,이재철한의원,11708,"경기도 의정부시 평화로 271-9 (호원동 , 신도아파트) 제상가동 제2층 층 제203호",02-933-7535
1022087,부천수림한방병원,14670,"경기 부천시 역곡로14번길 42 (역곡동, 청도포그니에) 203호",032-341-3344
1022088,온한방병원,61139,광주 북구 각화대로 7 현진메디컬센터 6-7층 (각화동),062-268-6000
1022091,수이한의원,13010,"경기 하남시 위례학암로14번길 35 (학암동, 경서타워) 1동 4층 407,408호",
1022094,한국신경외과의원,58525,"전남 무안군 무안읍 무안중앙로 11 (전남약국, 한국신경외과)",
1022095,해온한의원,8288,서울 구로구 새말로 97 10층 7 (구로동),02-2111-7575
1022096,엄마사랑한의원,3398,"서울특별시 은평구  연서로 130 (역촌동, 대지빌딩 3층)",02-354-8887
1022097,광주미래의원,61666,광주 남구 용대로 208 (방림동),
1022098,의료법인원광의료재단인천원광효도요양병원,22134,"인천 미추홀구 경원대로 891 (주안동, 동산빌딩)",032-432-7585
1022099,마천경희한의원,5755,"서울 송파구 거마로 62 (마천동, 효명빌딩) 302호",02-407-3883
1022100,뉴영대요양병원,42418,대구광역시 남구  대명로 275 (대명동),053-215-0119
1022101,문성한의원,6910,서울 동작구 흑석로9길 2 (흑석동),02-814-1585
1022102,고덕한의원,17821,경기 평택시 고덕면 궁2길 68-1 2층 203호,031-686-8752
1022103,건강한의원,47305,부산 부산진구 서전로58번길 110 (전포동),051-808-0124
1022104,다나라한의원,5613,"서울 송파구 백제고분로 279 B1,2,3,4층 (석촌동)",02-6959-2075
1022107,이치과의원,11330,경기 동두천시 중앙로 236 (생연동),031-863-2828
1022108,베스트한방병원,15119,"경기 시흥시 거북섬1길 6 3-4층 (정왕동, 가람타워)",031-504-7575
1022109,세안한방병원,14916,"경기 시흥시 은행로 154 2층, 3층 (은행동, 반도프라자)",031-315-5995
1022110,경희도담한방병원,15011,"경기 시흥시 서울대학로264번길 26-16 7층 (배곧동, 해든메디컬센터)",031-313-0312
1022111,서울참정형외과의원,31174,충남 천안시 서북구 충무로 175 301호~302호 (쌍용동),041-415-0870
1022112,부천중동위드본정형외과,14547,"경기 부천시 원미구 길주로 234 2층 2025-2028호 (중동, 힐스테이트 중동)",032-710-7500
1022113,최한의원,37912,경북 포항시 남구 오천읍 세계길 42 B L,054-293-5353
1022114,베리굿성형외과의원,6614,"서울 서초구 서초대로77길 17 8,9층 (서초동, BLOCK77)",02-596-9006
1022117,마디B의원,47288,"부산 부산진구 서면로  15-6 14,15층 (부전동, 디알메디칼센터)",055-264-4119
1022118,백운한방병원,15382,"경기 안산시 단원구 라성안길 17 (원곡동, 베스트플라자) 3층 302호",031-405-1075
1022120,김상호신경과의원,48982,부산 중구 구덕로 87-1 3층 (남포동6가),051-254-3500
1022122,혜광의료재단충주시노인전문병원,27442,충북 충주시 동량면 충원대로 1398 (충주시노인전문병원),043-855-9393
1022123,제중한방병원,31112,"충남 천안시 서북구 천안대로 1024-5 (두정동, 외 1필지)",041-568-2632
1022124,한양마디시원정형외과의원,49253,"부산 서구 구덕로 109 801,901호 (충무동1가)",
1022125,세찬한방병원,21504,인천 남동구 석정로 518 (간석동) M타워 1층-4층,032-716-6660
1022126,소이당한의원,15865,"경기 군포시 산본로323번길 16-15 401호 (산본동, 광림빌딩)",031-392-8275
1022127,BHS동래한서요양병원,46276,부산 금정구 중앙대로 1721 (부곡동),051-509-3000
1022128,유천 신세계 정형외과의원,34891,"대전 중구 계백로 1567 (유천동, 204호)",042-536-1000
1022129,스카이한방병원,22402,"인천광역시 중구  자연대로 47 (중산동, , 411~412, 507~509) 4층 5층",032-752-1079
1022130,안중 윤치과의원,17943,경기 평택시 안중읍 안현로서8길 23 4층,031-682-0777
1022131,동탄더하다한방병원,18443,"경기 화성시 동탄솔빛로 57 2,3,4층 (반송동, 케이에이치스퀘어)",031-1644-7889
1022132,김앤정정형외과의원,12557,경기 양평군 양평읍 시민로 53 (.),1544-6548-
1022133,성제한의원,22218,인천 미추홀구 한나루로 464 (주안동),032-873-1130
1022134,원당한의원,34867,대전 중구 중앙로 23-12 (선화동) 제B동201호,
1022135,반듯한방병원,16630,"경기 수원시 권선구 호매실로104번길 24-43 1401-1번지 호매실 중앙파크뷰 오피스텔 상가 B동 2,3층 4~5층 일부 (호매실동)",031-298-1255
1022136,첨단요양병원,41567,대구 북구 대현로 19 대현첨단요양병원 (대현동),053-669-1000
1022140,현대요양병원,32585,충남 공주시 번영2로 18-10 (신관동),041-850-7500
1022141,상도하늘애한의원,7033,"서울 동작구 상도로 346 2층 (상도동, 우일빌딩)",02-823-1075
1022142,우리정형외과의원,4108,서울 마포구 백범로 29 5층 (신수동),0271-7881-
1022143,향남두리이비인후과,18606,"경기 화성시 향남읍 상신하길로328번길  20 (향남읍, 301~304, 401호))",031-353-2253
1022145,서울제일요양병원,7909,서울 양천구 가로공원로 81 (신월동),02-2691-9114
1022146,올바른한의원,42154,"대구광역시 수성구 수성로 185 (중동, 수성 골드클래스 더 센텀) 201동 2층 201호",053-201-1075
1022148,부산건우정형외과의원,48082,"부산 해운대구 좌동순환로 6 8층 (중동, L TOWER)",051-710-0001
1022151,서울차비뇨기과의원,36432,경북 영덕군 영덕읍 중앙길 94 2층,054-734-7177
1022152,육성수한의원,38536,경북 경산시 압량읍 압독3로 21 (4~5층),053-802-7588
1022153,평화당한의원,30126,"세종 새롬중앙로 47 304호 (새롬동, 세움빌딩)",044-864-7600
1022154,대대손손한의원,50553,경남 양산시 덕계로 75 2층(덕계동),055-388-0175
1022155,동서연합의원,34663,대전 동구 동부로73번길 20-7 1층(용운동),042-282-7500
1022156,해님달님한의원,21617,"인천 남동구 서창남순환로216번길 17 302호 (서창동, 스카이플러스)",032-461-1110
1022157,의료법인신화성의료재단잘본병원,51320,경남 창원시 마산회원구 합포로 285 (양덕동),055-253-2000
1022158,대승정형외과의원,42459,대구 남구 성당로 184 (대명동) 1~2층,053-285-8275
1022161,서울귀감이비인후과,6267,"서울 강남구 강남대로 238 (도곡동, 스카이쏠라빌딩) 2층",02-529-9997
1022162,광진경희한의원,4953,서울 광진구 천호대로 653 1층 B호 (중곡동),02-3665-3858
1022164,더탄탄병원,49381,"부산 사하구 사하로 189 2층 (괴정동, 괴정어반푸르지오)",051-961-1000
1022165,바다한의원,18505,"경기 화성시 동탄순환대로 127-17 (산척동, 우성메디피아) 309,310호",
1022166,자향한방병원,61091,"광주 북구 양일로 78 (양산동) 2층일부, 3층, 4층, 5층",062-572-1111
1022167,슬기로운정형외과의원,24436,"강원 춘천시 경춘로 2364 (온의동, 2층, 슬기로운 정형외과 의원)",033-257-6700
1022169,시흥은계한방병원,14908,"경기 시흥시 복지로 90 (대야동, CGV(203호,401~405호)",031-312-4100
1022170,지산바른정형외과의원,42212,"대구 수성구 용학로 234 2, 3층 (지산동)",053-782-7582
1022171,라온요양병원,32531,충청남도 공주시 우성면 통천포길 333 (우성면),041-822-8575
1022172,인사랑치과,16295,"경기 수원시 장안구 경수대로 940 (조원동, 일호골든타워) 305호",031-303-0028
1022173,관악이안치과,8719,서울 관악구 은천로 23 (봉천동),02-875-2801
1022174,우성한의원,10354,"경기도 고양시 일산서구  고양대로 726 (일산동, 401, 402호)",031-975-3075
1022175,고려한의원,17943,경기 평택시 안중읍 안현로서8길 17 301호,031-682-2053
1022176,수원하나요양병원,16393,"경기 수원시 권선구 금곡로 206 304호, 4층, 5층 (금곡동)",031-295-1190
1022177,다나한방병원,61051,"광주 북구 설죽로 376 (삼각동,태주빌딩)",062-252-1075
1022178,플러스정형외과의원,22009,"인천 연수구 컨벤시아대로230번길 54 (송도동) 101호, 104호, 105호, 201호, 301호, 401호, 501호, 601호",032-859-8000
1022179,뿌리요양병원,21673,"인천 남동구 앵고개로934번길 43 (논현동, 뿌리요양병원)",032-431-7979
1022180,공전한 한의원,11902,"경기 구리시 산마루로 24 4층 (갈매동, 신성타워)",031-529-0701
1022181,청린한의원,22866,"인천광역시 서구  이음5로 34 (원당동, 제일프라자) 3층",032-567-7510
1022182,수성신세계정형외과의원,42119,대구광역시 수성구  들안로 274 (수성동3가) 1층,053-742-8275
1022183,안양요양병원,14006,"경기 안양시 만안구 안양로 335 (안양동, 지하1층~지상5층)",031-442-7582
1022185,송백한의원,47251,"부산 부산진구 중앙대로 777 1층 (부전동, 서면호텔 복합시설)",051-819-1888
1022186,명손한의원,8277,서울 구로구 경인로40길 12 (개봉동),
1022187,참조은한방병원,62359,광주 광산구 무진대로 239 2층(우산동),062-943-1111
1022188,메타한방병원,47289,"부산 부산진구 중앙대로 653 201호, 301호, 401호, 501호(부전동)",051-711-7571
1022189,빛고을재활의학과의원,61256,"광주 북구 북문대로 133 (운암동, 운현빌딩) 2층",062-716-7588
1022190,하얀이치과의원,21027,인천 계양구 병방시장로 79 (병방동),032-556-2875
1022191,괴산부부한의원,28031,"충북 괴산군 괴산읍 읍내로16길 11 1층 (제1종근린생활시설,다가구주택)",043-833-7766
1022192,푸른숲의원,10113,경기 김포시 양도로19번길 7 5층 (풍무동),031-997-2600
1022193,잠원한의원,6527,"서울 서초구 나루터로 66 (잠원동, 신사빌딩 1층 잠원한의원)",02-599-1508
1022195,경희수원한방병원,16304,"경기 수원시 장안구 경수대로 969 (송죽동) 1,4,5,6층",031-258-1000
1022196,홍제한의원,46576,"부산 북구 백양대로 1196 (구포동, 2층 홍제한의원)",051-337-8400
1022197,해담한의원,16474,경기 수원시 팔달구 인계로 53 (인계동) 2층,031-237-7575
1022200,서울수락치과의원,1631,서울특별시 노원구  동일로 1598 (상계동) 2층 202호,02-931-2777
1022201,바를정 한방병원,8761,"서울 관악구 남부순환로 1485 (신림동, 삼남빌딩, 1,8,9층)",02-3281-1075
1022202,광명제물포한의원,14262,"경기 광명시 광명로 890 (광명동, 대명프라자) 3층",02-2066-9870
1022203,이강한방병원,21344,"인천 부평구 길주로 651 (삼산동)3,4,5층",032-330-2011
1022204,효재한의원,10500,"경기 고양시 덕양구  화중로 54 (화정동, 서일빌딩 2층)",031-970-3575
1022205,연세백퍼센트병원,21393,인천 부평구 부평문화로 87 (부평동) 7~10층,
1022206,백석한의원,11510,"경기도 양주시 백석읍 양주산성로574번길 7 (백석읍, 한흥빌딩) 3층",031-879-6386
1022207,365매일한방병원,14047,"경기 안양시 동안구 시민대로 199 4층 (비산동, (주)신한방 평촌지구 매장1)",031-341-3650
1022208,소나무한의원,62321,광주광역시 광산구 하남대로225 (신가동2층),062-951-1075
1022209,동래정한방병원,47787,부산 동래구 충렬대로359번길 14 (안락동) 2~6층,051-978-1000
1022211,경희소나무한의원,11440,경기 양주시 평화로 1485 (덕계동) 2층,031-894-5700
1022212,파주드림요양병원,10924,경기 파주시 시청로 6 (금촌동),
1022213,지축한의원,10585,"경기 고양시 덕양구 지축로 62 (지축동, 아인시티) 407-410호",
1022214,광명한방병원,42781,대구광역시 달서구  월배로 195 (상인동) 광명한방병원,053-636-7777
1022215,보담한의원,8502,서울 금천구 가산디지털1로 186 4층 413호 (가산동),02-2028-5775
1022216,춘의청한의원,14552,"경기 부천시 원미구 길주로 394 3,4층 (춘의동, 호성빌등)",032-653-8800
1022217,씨케이(ck)치과병원,44695,울산 남구 삼산로 173 (달동),052-270-2614
1022218,설천한의원,55548,전북 무주군 설천면 무설로 1594 (.),
1022219,여천한방병원,59639,전남 여수시 성산1길 8-7 (화장동),061-921-9000
1022220,전인한의원,4043,서울특별시 마포구  잔다리로3안길 24 (서교동) 2층 201호,02-335-7275
1022221,대한민국365한의원,4313,"서울 용산구 청파로47길 7 3.4층 (청파동3가, 청파새마을금고)",02-592-3579
1022222,장수한의원,56315,전북 부안군 부안읍 번영로 162 (부안읍),063-584-7113
1022223,진덕한의원,3626,"서울 서대문구 세무서8길 30 (홍제동, 홍제역해링턴플레이스상가 39호)",02-391-8808
1022224,행림한의원,32582,충청남도 공주시 번영1로 114 2층 (신관동),041-852-4832
1022225,서울건우정형외과,5217,"서울 강동구 고덕로 429 2, 3층 (강일동)",02-426-9876
1022226,"서울정형외과,신경과",21361,인천 부평구 길주로 382 (산곡동),032-546-7582
1022230,남서울요양병원,8395,"서울 구로구 남부순환로 1291 (가리봉동, 영진오피스 지층서쪽,1층서쪽,2-7층,B동2층) A동",02-863-8999
1022231,미소한의원,25594,강원 강릉시 남부로 147 (노암동),033-643-8882
1022232,예정요양병원,51403,경남 창원시 의창구 팔용로 319 44번지 18호,055-253-6000
1022233,더서울병원,51195,경남 창원시 의창구 천주로 14 (서상동),055-298-3533
1022234,더원연합치과의원,42641,대구 달서구 달구벌대로 1647 7층 (감삼동),053-523-2800
1022235,맑은숲한의원,21667,"인천 남동구 논고개로 80 (논현동, 나로프라자) 301호",032-435-7711
1022236,동작에스엔재활의학과의원,7042,"서울 동작구 국사봉1길 32 (상도동, 성대빌딩) 2층",02-817-8805
1022237,편한몸한의원,8510,"서울 금천구 벚꽃로 298 (가산동, 대륭포스트타워6차) 2층 216호",02-2083-8275
